1.16195547581,-0.407336294651, -86.9268112183, 298.693511963
1.16197431087,-0.407343506813, -86.921546936, 298.710144043
1.16197144985,-0.407329559326, -86.9250030518, 298.726959229
1.16197383404,-0.407345592976, -86.9252853394, 298.743865967
1.16196238995,-0.407355517149, -86.9250259399, 298.765045166
1.1619822979,-0.407354325056, -86.9257583618, 298.796539307
1.16195726395,-0.407364308834, -86.9284133911, 298.818023682
1.16196846962,-0.407325953245, -86.9235916138, 298.835906982
1.16199874878,-0.407336115837, -86.9331283569, 298.853027344
1.16195833683,-0.407358676195, -86.9287033081, 298.870391846
1.1619540453,-0.407347738743, -86.9167633057, 298.887786865
1.16198599339,-0.407315671444, -86.925743103, 298.90524292
1.16196060181,-0.407345533371, -86.9238433838, 298.923370361
1.16193270683,-0.407360941172, -86.927116394, 298.942260742
1.16198325157,-0.407322853804, -86.9252243042, 298.964904785
1.16198778152,-0.407357960939, -86.9304580688, 298.983428955
1.16196417809,-0.407365143299, -86.9237289429, 299.004699707
1.16195976734,-0.407318502665, -86.921005249, 299.042480469
1.16194653511,-0.407353341579, -86.919342041, 299.068756104
1.16197001934,-0.407358795404, -86.9222640991, 299.094573975
1.1619386673,-0.40737593174, -86.9202575684, 299.116333008
1.16194081306,-0.407332986593, -86.9210128784, 299.134368896
1.16197419167,-0.407353579998, -86.9249725342, 299.151550293
1.16198861599,-0.407343924046, -86.929069519, 299.178436279
1.16195333004,-0.407341867685, -86.9170913696, 299.195831299
1.16197681427,-0.407333642244, -86.923828125, 299.21282959
1.16197371483,-0.407344967127, -86.9250259399, 299.232818604
1.16198158264,-0.407317966223, -86.9271011353, 299.259490967
1.16198182106,-0.407350689173, -86.9208221436, 299.278717041
1.16195619106,-0.407382488251, -86.92552948, 299.29776001
1.1619437933,-0.407347410917, -86.9251022339, 299.316925049
1.16196858883,-0.407305181026, -86.9186859131, 299.336425781
1.16196799278,-0.407339423895, -86.9218063354, 299.355438232
1.16195631027,-0.407347887754, -86.9227752686, 299.374450684
1.16198408604,-0.407327950001, -86.9298019409, 299.393615723
1.16197276115,-0.407338708639, -86.9266281128, 299.413116455
1.16196489334,-0.407322049141, -86.9212799072, 299.435394287
1.16198039055,-0.407332599163, -86.9221878052, 299.460632324
1.16196894646,-0.40736284852, -86.9266204834, 299.47769165
1.16195511818,-0.407349944115, -86.9216079712, 299.495147705
1.16195964813,-0.407312065363, -86.923324585, 299.512664795
1.16197264194,-0.407333672047, -86.9230194092, 299.53036499
1.16196358204,-0.407370984554, -86.9252471924, 299.547607422
1.16198515892,-0.407342255116, -86.9256896973, 299.564849854
1.16198325157,-0.407337009907, -86.9243392944, 299.58190918
1.16194677353,-0.40733024478, -86.9218597412, 299.599334717
1.16191971302,-0.407354563475, -86.9126663208, 299.616455078
1.1619784832,-0.407309234142, -86.9253921509, 299.633422852
1.16198420525,-0.407341301441, -86.9240570068, 299.650512695
1.16196942329,-0.407351344824, -86.9285049438, 299.667755127
1.16198301315,-0.40731626749, -86.9293899536, 299.684906006
1.16196608543,-0.407312750816, -86.9174346924, 299.701934814
1.16195309162,-0.407324314117, -86.9292526245, 299.730102539
1.1619759798,-0.407328665257, -86.9221801758, 299.747955322
1.16198348999,-0.407311320305, -86.9221420288, 299.765594482
1.16194212437,-0.407341390848, -86.9238510132, 299.783233643
1.1619374752,-0.407330274582, -86.9176177979, 299.801086426
1.16198956966,-0.407324075699, -86.9237136841, 299.818969727
1.16198003292,-0.407333403826, -86.9292297363, 299.83682251
1.16195046902,-0.407345861197, -86.9269180298, 299.868499756
1.16195416451,-0.40734115243, -86.9247817993, 299.898773193
1.16194212437,-0.407353341579, -86.9231643677, 299.918365479
1.16196572781,-0.407331138849, -86.9198684692, 299.94039917
1.16195380688,-0.407341480255, -86.9242019653, 299.968811035
1.16197562218,-0.407342672348, -86.9293136597, 299.988189697
1.16195094585,-0.407321751118, -86.9199066162, 300.006439209
1.16196644306,-0.407339632511, -86.9274520874, 300.024841309
1.16195082664,-0.407347649336, -86.9208221436, 300.043640137
1.16197431087,-0.407318145037, -86.9267120361, 300.061706543
1.16196846962,-0.407351046801, -86.9214553833, 300.079956055
1.16196513176,-0.40734821558, -86.9239425659, 300.097747803
1.16196203232,-0.407352954149, -86.924156189, 300.115142822
1.16197133064,-0.407330155373, -86.9237136841, 300.132354736
1.16194999218,-0.407333821058, -86.9217987061, 300.150177002
1.16196358204,-0.407357335091, -86.9251556396, 300.167510986
1.16195654869,-0.407326728106, -86.9232711792, 300.187988281
1.1619489193,-0.407338738441, -86.9231262207, 300.217010498
1.16194212437,-0.407344937325, -86.9234848022, 300.236694336
1.16197359562,-0.407339781523, -86.9276046753, 300.265014648
1.1619502306,-0.407353371382, -86.9209899902, 300.284118652
1.16194963455,-0.407326608896, -86.9206771851, 300.302886963
